datadate,ticker,conm,act,at,capx,ceq,che,cogs,csho,dlc,dlcch,dltis,dltr,dltt,dp,dpact,dv,emp,epsfx,ib,intan,invch,invt,lct,lt,niadj,oancf,oiadp,ppent,pstk,pstkl,pstkr,sale,seq,txditc,xint,xrd,xsga,mkvalt,prcc_f,sic
2011-12-31,TAP,MOLSON COORS BEVERAGE CO,2118.0,12423.8,235.4,7647.9,1078.9,1871.0,180.0,46.9,-11.5,2.1,0.3,1914.9,217.1,1020.1,228.1,15.263,3.62,674.0,6039.3,-17.1,207.2,1277.2,4733.6,676.3,868.1,450.1,1430.1,0.0,0.0,0.0,3515.7,7647.9,455.6,121.0,,977.5,7837.85,43.54,2082
2012-12-31,TAP,MOLSON COORS BEVERAGE CO,1748.0,16212.2,222.3,7966.9,624.0,2113.9,181.5,1245.6,-1.2,2203.2,651.0,3422.5,272.7,1224.6,232.2,18.7,2.43,441.5,9687.9,54.1,213.9,2598.7,8220.6,443.0,983.7,486.5,1995.9,0.0,0.0,0.0,3916.5,7966.9,948.5,155.8,,1043.4,7766.021,42.79,2082
2013-12-31,TAP,MOLSON COORS BEVERAGE CO,1537.7,15580.1,293.9,8638.9,442.3,2273.1,184.2,586.9,-0.2,507.4,1317.0,3213.0,320.5,1458.7,234.6,9.25,3.07,565.3,9243.8,4.2,205.3,2142.1,6916.3,567.3,1168.2,477.4,1970.1,0.0,0.0,0.0,4206.1,8638.9,911.4,117.7,,1135.1,10340.256,56.15,2082
2014-12-31,TAP,MOLSON COORS BEVERAGE CO,1578.9,13996.3,259.5,7863.3,624.6,2227.6,185.5,849.4,-6.6,,576.9,2337.1,305.4,1343.2,273.6,9.1,2.76,513.5,7947.4,-16.5,202.2,2325.3,6110.2,514.0,1272.6,477.8,1798.0,0.0,0.0,0.0,4146.3,7863.3,784.3,146.4,,1135.5,13893.283,74.52,2082
2015-12-31,TAP,MOLSON COORS BEVERAGE CO,1258.8,12276.3,275.0,7043.0,430.9,1967.9,184.5,28.7,3.9,703.3,701.4,2908.7,225.5,1390.1,303.4,9.1,1.91,355.6,6729.0,10.9,179.3,1217.2,5213.2,359.5,696.4,359.1,1590.8,0.0,0.0,0.0,3567.5,7043.0,799.8,121.0,,1015.0,17327.642,93.92,2082
2016-12-31,TAP,MOLSON COORS BEVERAGE CO,2169.6,29341.5,341.8,11418.7,560.9,2627.2,214.9,684.8,-1.1,9460.6,223.9,11387.7,376.0,1499.3,352.9,17.4,9.27,1978.7,22282.0,-23.2,592.7,3157.5,17719.8,1975.9,1126.9,474.9,4507.4,0.0,0.0,0.0,4885.0,11418.7,1699.0,195.4,,1406.9,20913.557,97.31,2082
2017-12-31,TAP,MOLSON COORS BEVERAGE CO,2189.7,30246.9,599.6,13226.1,418.6,5636.3,215.4,716.9,374.3,1536.0,3000.1,10670.3,792.3,2096.6,353.4,17.2,6.52,1412.7,22702.0,21.3,591.5,3399.3,16811.9,1414.2,1866.3,1834.5,4673.7,0.0,0.0,0.0,11002.8,13226.1,1648.6,351.8,,2739.7,17682.87,82.07,2082
2018-12-31,TAP,MOLSON COORS BEVERAGE CO,2766.3,30109.8,651.7,13507.4,1057.9,5977.2,216.1,1597.7,-374.3,0.0,319.8,8975.9,826.8,2558.8,354.2,17.75,5.15,1116.5,22037.2,-10.6,591.8,4300.9,16374.0,1116.5,2331.3,1425.8,4608.3,0.0,0.0,0.0,10769.6,13507.4,2128.9,311.7,,2539.8,12150.918,56.16,2082
2019-12-31,TAP,MOLSON COORS BEVERAGE CO,2184.4,28859.8,593.8,13419.4,523.4,5769.4,216.3,974.8,-4.7,3.0,1586.2,8229.0,827.3,3004.6,424.4,17.7,1.11,241.7,21287.4,-17.7,615.9,3695.5,15186.7,241.7,1897.3,1500.9,4701.0,0.0,0.0,0.0,10579.4,13419.4,2258.6,289.2,,2481.8,11688.262,53.9,2082
2020-12-31,TAP,MOLSON COORS BEVERAGE CO,2418.8,27331.1,574.8,12365.0,770.1,5268.4,216.7,1067.2,,1.5,918.9,7314.6,809.7,3416.4,125.3,17.0,-4.38,-949.0,19707.1,-46.2,664.3,3909.6,14709.8,-949.0,1695.7,1389.2,4386.5,0.0,0.0,0.0,9684.3,12365.0,2381.6,282.3,,2217.0,9838.199,45.19,2082
2009-12-31,DHR,DANAHER CORP,5220.628,19595.42,188.547,11630.176,1721.92,5428.348,322.735,44.186,-445.711,744.615,24.188,2889.023,341.587,1570.586,41.717,46.6,3.46,1151.704,12473.426,211.595,993.016,2760.96,7965.244,1151.704,1800.834,1732.887,1143.331,0.0,0.0,0.0,11184.938,11630.176,,122.656,632.651,3682.116,24269.672,75.2,3826
2010-12-31,DHR,DANAHER CORP,5729.513,22217.13,217.328,13711.01,1632.98,6116.73,656.36,40.761,0.0,0.0,9.388,2783.907,397.082,1522.397,52.214,48.2,2.64,1793.0,14082.904,-166.454,1225.151,3304.754,8444.364,1793.0,2084.351,2205.606,1192.303,0.0,0.0,0.0,13202.602,13711.01,,120.775,809.481,4483.184,30960.5012,47.17,3826
2011-12-31,DHR,DANAHER CORP,6272.357,29949.447,334.471,16904.783,537.001,7211.042,687.73,98.392,854.022,1785.763,1602.379,5206.8,634.934,1666.0,61.323,59.0,2.77,1935.287,20314.532,162.019,1781.352,4172.028,12977.679,2172.264,2626.267,2882.746,2100.99,0.0,0.0,0.0,16090.54,16904.783,,141.637,1018.526,5361.818,32350.8192,47.04,3826
2012-12-31,DHR,DANAHER CORP,7587.8,32941.0,458.3,19016.5,1678.7,7972.2,687.5,55.5,195.9,0.0,61.5,5287.6,839.8,1962.3,86.4,63.0,3.23,2299.3,21806.0,69.8,1813.4,4206.1,13857.1,2392.2,3415.0,3217.9,2140.9,0.0,0.0,0.0,18260.4,19016.5,,157.5,1137.9,6230.5,38431.25,55.9,3826
2013-12-31,DHR,DANAHER CORP,9113.7,34672.2,551.5,22385.3,3115.2,8238.9,698.1,62.3,-763.3,0.0,967.8,3436.7,895.0,2299.5,52.1,66.0,3.8,2695.0,22285.9,62.9,1783.5,4527.4,12220.8,2695.0,3585.3,3412.6,2211.3,0.0,0.0,0.0,19118.0,22385.3,,145.9,1249.9,6571.5,53893.32,77.2,3826
2014-12-31,DHR,DANAHER CORP,9431.3,36991.7,597.5,23378.1,3005.6,8486.9,704.3,71.9,312.2,0.0,414.7,3401.5,938.5,2594.1,227.7,71.0,3.63,2598.4,24333.4,50.6,1831.5,5396.4,13541.9,2598.4,3758.4,3602.4,2203.0,0.0,0.0,0.0,19913.8,23378.1,,122.7,1314.2,6886.0,60365.553,85.71,3826
2015-12-31,DHR,DANAHER CORP,7836.7,48222.2,633.0,23690.3,790.8,8563.5,686.8,845.2,3511.2,5682.9,35.5,12025.2,1051.3,2672.1,354.1,81.0,3.67,2598.7,36340.6,119.7,2095.4,6170.4,24458.2,3357.4,3801.8,3761.9,2825.6,0.0,0.0,0.0,20563.1,23690.3,,162.8,1239.1,7186.4,63789.984,92.88,3826
2016-12-31,DHR,DANAHER CORP,6665.1,45295.3,589.6,23002.8,963.7,6359.3,692.2,2594.8,2218.1,3240.9,2668.7,9674.2,1128.1,1963.3,399.8,62.0,3.08,2153.4,35644.9,9.4,1709.4,6874.0,22218.5,2553.7,3521.8,2969.3,2354.0,0.0,0.0,0.0,16882.4,23002.8,,184.4,975.1,6425.7,53880.848,77.84,3826
2017-12-31,DHR,DANAHER CORP,6850.0,46648.6,619.6,26358.2,630.3,6860.9,696.6,194.7,-3778.5,1782.1,668.4,10327.4,1238.3,2519.4,378.3,67.0,3.5,2469.8,36805.7,-27.4,1840.8,4792.3,20280.8,2492.1,3477.8,3180.3,2454.6,0.0,0.0,0.0,18329.7,26358.2,,162.7,1128.8,7050.2,64658.412,92.82,3826
2018-12-31,DHR,DANAHER CORP,7093.8,47832.5,655.7,28214.4,787.8,7461.4,701.5,51.8,65.7,0.0,507.8,9688.5,1307.7,2828.3,433.4,71.0,3.74,2650.9,37579.1,-143.3,1910.1,4841.5,19605.8,2650.9,4022.0,3473.8,2511.2,0.0,0.0,0.0,19893.0,28214.4,,157.4,1231.2,7650.1,72338.68,103.12,3826
2019-12-31,DHR,DANAHER CORP,25596.6,62081.6,635.5,28671.0,19912.3,6737.9,695.5,370.2,2801.8,12112.8,1564.5,22155.8,1189.5,2761.4,526.7,60.0,3.26,2432.3,32462.2,-21.9,1628.3,4932.1,31799.7,2939.8,3951.6,3362.4,3065.7,1599.6,1650.0,0.0,17911.1,30270.6,,108.6,1126.0,6621.3,106745.34,153.48,3826
2020-12-31,DHR,DANAHER CORP,13802.0,76161.0,791.0,36498.0,6035.0,7577.0,711.0,200.0,-4637.0,8670.0,5933.0,21978.0,1775.0,3182.0,615.0,69.0,4.89,3646.0,56702.0,-123.0,2292.0,7402.0,36384.0,3510.0,6208.0,4747.0,4204.0,3268.0,3370.0,0.0,22284.0,39766.0,,275.0,1348.0,8185.0,157941.54,222.14,3826
2010-01-31,TGT,TARGET CORP,18424.0,44533.0,1729.0,15347.0,2200.0,44062.0,744.644,1696.0,,0.0,1970.0,15118.0,2023.0,10485.0,496.0,351.0,3.3,2488.0,239.0,-474.0,7179.0,11327.0,29186.0,2488.0,5881.0,4673.0,25280.0,0.0,0.0,0.0,65357.0,15347.0,835.0,788.0,0.0,14599.0,38177.8979,51.27,5331
2011-01-31,TGT,TARGET CORP,17213.0,43705.0,2129.0,15487.0,1712.0,46585.0,704.038,119.0,,1011.0,2259.0,15607.0,2084.0,11555.0,609.0,355.0,4.0,2920.0,223.0,-417.0,7596.0,10070.0,28218.0,2920.0,5271.0,5252.0,25493.0,0.0,0.0,0.0,67390.0,15487.0,934.0,760.0,0.0,13469.0,38602.4035,54.83,5331
2012-01-31,TGT,TARGET CORP,16449.0,46630.0,4368.0,15821.0,794.0,48306.0,669.293,3786.0,1500.0,1994.0,3125.0,13697.0,2131.0,12382.0,750.0,365.0,4.28,2929.0,242.0,-322.0,7918.0,14287.0,30809.0,2929.0,5434.0,5322.0,29149.0,0.0,0.0,0.0,69865.0,15821.0,1191.0,782.0,0.0,14106.0,34006.7773,50.81,5331
2013-01-31,TGT,TARGET CORP,16388.0,48163.0,3277.0,16558.0,784.0,51035.0,645.3,2994.0,-530.0,1971.0,1529.0,14654.0,2142.0,13311.0,869.0,361.0,4.52,2999.0,224.0,15.0,7903.0,14031.0,31605.0,2999.0,5325.0,5210.0,30653.0,0.0,0.0,0.0,73301.0,16558.0,1311.0,762.0,0.0,14914.0,38982.573,60.41,5331
2014-01-31,TGT,TARGET CORP,11573.0,44553.0,3453.0,16231.0,695.0,51160.0,632.931,1160.0,-890.0,0.0,3463.0,12622.0,2223.0,14402.0,1006.0,366.0,3.07,1971.0,357.0,-885.0,8766.0,12777.0,28322.0,1971.0,6520.0,3972.0,31378.0,0.0,0.0,0.0,72596.0,16231.0,1433.0,667.0,0.0,15241.0,35849.2118,56.64,5331
2015-01-31,TGT,TARGET CORP,14087.0,41404.0,1786.0,13997.0,2210.0,51278.0,640.214,91.0,-80.0,1993.0,2079.0,12705.0,2129.0,15106.0,1205.0,347.0,3.83,2449.0,302.0,-512.0,8790.0,11736.0,27407.0,-1636.0,4439.0,4762.0,25958.0,0.0,0.0,0.0,72618.0,13997.0,1321.0,596.0,0.0,14449.0,47126.1525,73.61,5331
2016-01-31,TGT,TARGET CORP,14130.0,40262.0,1438.0,12957.0,4046.0,51997.0,602.227,815.0,,0.0,85.0,11945.0,2213.0,16246.0,1362.0,341.0,5.25,3321.0,277.0,-316.0,8601.0,12622.0,27305.0,3363.0,5844.0,5126.0,25217.0,0.0,0.0,0.0,73785.0,12957.0,823.0,623.0,0.0,14449.0,43613.2793,72.42,5331
2017-01-31,TGT,TARGET CORP,11990.0,37431.0,1547.0,10953.0,2512.0,48872.0,556.156,1718.0,,1977.0,2641.0,11031.0,2298.0,17413.0,1348.0,323.0,4.58,2669.0,259.0,293.0,8309.0,12708.0,26478.0,2737.0,5436.0,4973.0,24658.0,0.0,0.0,0.0,69495.0,10953.0,861.0,602.0,0.0,13352.0,35860.9389,64.48,5331
2018-01-31,TGT,TARGET CORP,12564.0,38999.0,2533.0,11709.0,2643.0,50874.0,541.682,270.0,,739.0,2180.0,11317.0,2445.0,18181.0,1338.0,345.0,5.32,2928.0,782.0,-348.0,8657.0,13201.0,27290.0,2934.0,6923.0,4307.0,25018.0,0.0,0.0,0.0,71879.0,11709.0,713.0,559.0,0.0,14253.0,40745.32,75.22,5331
2019-01-31,TGT,TARGET CORP,12519.0,41290.0,3516.0,11297.0,1556.0,53049.0,517.762,1218.0,,0.0,281.0,12227.0,2474.0,18687.0,1335.0,360.0,5.5,2930.0,699.0,-900.0,9497.0,15014.0,29993.0,2937.0,5973.0,4110.0,27498.0,0.0,0.0,0.0,75356.0,11297.0,972.0,461.0,0.0,15723.0,37796.626,73.0,5331
2020-01-31,TGT,TARGET CORP,12902.0,42779.0,3027.0,11833.0,2577.0,54617.0,504.199,361.0,,1739.0,2069.0,13613.0,2604.0,19664.0,1330.0,368.0,6.34,3269.0,686.0,505.0,8992.0,14487.0,30946.0,3281.0,7117.0,4641.0,28519.0,0.0,0.0,0.0,78112.0,11833.0,1122.0,467.0,0.0,16250.0,55834.9973,110.74,5331
2021-01-31,TGT,TARGET CORP,20756.0,51248.0,2649.0,14440.0,8511.0,65696.0,500.877,1355.0,,2480.0,2415.0,13754.0,2485.0,20278.0,1343.0,409.0,8.64,4368.0,668.0,-1661.0,10653.0,20125.0,36808.0,4368.0,10525.0,6765.0,29106.0,0.0,0.0,0.0,93561.0,14440.0,990.0,465.0,0.0,18615.0,90743.8861,181.17,5331
2009-10-31,DE,DEERE & CO,,41132.6,1308.1,4818.7,4679.7,15707.86,423.242,7158.9,-1384.8,6282.8,3830.3,17391.7,873.3,5368.0,473.4,51.262,2.06,873.5,1172.8,452.5,2397.3,,36313.9,873.5,1984.8,2482.2,6265.5,0.0,0.0,0.0,22784.4,4818.7,167.3,1057.4,977.0,3721.04,19278.6731,45.55,3523
2010-10-31,DE,DEERE & CO,,43266.8,1312.8,6290.3,3799.6,17189.9,422.18,7534.5,756.0,2621.1,3675.7,16814.5,914.8,5362.0,483.5,55.65,4.35,1865.0,1115.6,-1052.7,3063.0,,36963.4,1864.3,2282.2,3423.8,5726.9,0.0,0.0,0.0,25549.6,6290.3,144.3,817.4,1052.4,4021.1,32423.424,76.8,3523
2011-10-31,DE,DEERE & CO,,48207.4,1680.8,6800.3,3856.2,21720.5,406.07,9629.7,-226.1,5655.0,3220.8,16959.9,914.9,5634.0,593.1,61.278,6.63,2799.9,1127.2,-1730.5,4370.6,,41392.5,2798.9,2326.3,4598.2,6502.3,0.0,0.0,0.0,31628.5,6800.3,168.3,767.4,1226.2,4394.9,30820.713,75.9,3523
2012-10-31,DE,DEERE & CO,,56265.8,2121.0,6842.1,5465.2,24752.1,387.805,9967.3,894.9,10642.0,5396.0,22453.1,1004.2,5798.0,697.9,66.859,7.63,3064.7,1710.2,-1510.2,5170.0,,49403.8,3063.9,1167.7,5129.2,7539.7,0.0,0.0,0.0,35736.1,6842.1,164.4,789.8,1433.6,4850.6,33134.0592,85.44,3523
2013-10-31,DE,DEERE & CO,,59521.3,2375.3,10265.8,4520.0,25252.6,373.803,12898.0,2749.4,4734.0,4958.5,21577.7,1140.3,6204.0,752.9,67.044,9.09,3537.3,1699.9,-728.4,4934.7,,49253.6,3536.4,3254.3,5878.7,8619.1,0.0,0.0,0.0,37347.4,10265.8,160.3,754.3,1477.3,5075.8,30592.0375,81.84,3523
2014-10-31,DE,DEERE & CO,,61336.4,2659.3,9062.6,4510.0,24456.6,345.504,12577.7,89.2,8232.0,5209.1,24380.7,1306.5,6385.0,786.0,59.623,8.63,3161.7,1772.0,-297.9,4209.7,,52270.9,3160.7,3525.9,5038.4,9593.3,0.0,0.0,0.0,35537.9,9062.6,160.9,670.0,1452.0,4736.4,29554.4122,85.54,3523
2015-10-31,DE,DEERE & CO,,57947.6,2826.1,6743.4,4212.2,19721.9,316.687,13016.6,501.6,5711.0,4863.2,23832.8,1382.4,6697.0,816.3,57.18,5.77,1940.0,1723.6,-691.4,3817.0,,51190.0,1939.2,3740.3,2921.1,10151.9,0.0,0.0,0.0,28323.8,6743.4,160.8,686.0,1425.1,4298.4,24701.586,78.0,3523
2016-10-31,DE,DEERE & CO,,57981.4,2955.1,6520.0,4370.8,17888.7,314.768,11914.7,-1213.6,5070.7,5267.6,23759.7,1559.8,7392.9,761.3,56.767,4.81,1523.9,1954.8,-106.1,3340.5,,51436.6,1523.2,3764.3,2404.7,11072.1,0.0,0.0,0.0,26006.0,6520.0,166.0,766.7,1389.1,4152.8,27794.0144,88.3,3523
2017-10-31,DE,DEERE & CO,,65786.3,2592.3,9557.3,9359.9,19504.6,321.841,14154.0,1310.6,8702.2,5397.0,25891.3,1715.5,8206.6,764.0,60.476,6.68,2159.1,2329.3,-1305.3,3904.1,,56211.8,2158.5,2199.8,2861.3,11661.4,0.0,0.0,0.0,28444.7,9557.3,209.7,902.5,1367.7,4363.3,42766.2321,132.88,3523
2018-10-31,DE,DEERE & CO,,70108.0,2950.1,11287.8,3927.0,25002.2,318.455,15018.7,473.2,8287.8,6245.3,27237.4,1927.1,8675.1,805.8,74.413,7.24,2368.4,5870.1,-1772.3,6148.9,,58802.8,2368.0,1820.3,4565.3,13032.9,0.0,0.0,0.0,36577.7,11287.8,555.8,1207.6,1657.6,5083.1,43131.5452,135.44,3523
2019-10-31,DE,DEERE & CO,,73011.0,3449.0,11413.0,3982.0,26413.0,313.14,15105.0,-917.0,9986.0,6426.0,30229.0,2019.0,9284.0,943.0,73.489,10.15,3253.0,5602.0,-780.0,5975.0,,61580.0,3253.0,3412.0,5492.0,13540.0,0.0,0.0,0.0,39258.0,11413.0,495.0,1473.0,1783.0,5334.0,54530.1996,174.14,3523
2020-10-31,DE,DEERE & CO,,75091.0,2656.0,12937.0,7190.0,22912.0,313.656,13264.0,-1360.0,9271.0,7383.0,33039.0,2118.0,9824.0,956.0,69.634,8.69,2751.0,5747.0,397.0,4999.0,,62147.0,2751.0,7483.0,5621.0,13439.0,0.0,0.0,0.0,35540.0,12937.0,519.0,1253.0,1644.0,4889.0,70858.027,225.91,3523
2009-12-31,ECL,ECOLAB INC,1814.2,5020.9,297.3,2000.9,73.6,2633.4,236.595,98.5,,,250.4,868.8,332.0,1690.3,132.7,25.931,1.74,417.3,1726.6,13.0,493.4,1250.2,3011.3,417.3,695.0,761.0,1176.2,0.0,0.0,0.0,5900.6,2000.9,86.7,67.5,86.0,2174.2,10547.4051,44.58,2842
2010-12-31,ECL,ECOLAB INC,1869.9,4872.2,297.7,2129.2,242.3,2666.8,232.513,189.2,,,74.0,656.4,347.0,1724.3,145.5,26.494,2.23,530.3,1611.8,18.6,447.6,1324.8,2739.2,530.3,950.4,814.3,1148.3,0.0,0.0,0.0,6089.7,2129.2,65.3,65.6,88.0,2261.6,11723.3055,50.42,2842
2011-12-31,ECL,ECOLAB INC,5396.0,18240.8,341.7,5666.7,1843.6,3073.7,291.974,1023.0,907.1,4238.7,1420.4,6613.2,393.0,1881.7,162.9,40.2,1.91,462.5,10130.5,-36.1,1069.6,3166.3,12499.7,462.5,685.5,923.3,2295.4,0.0,0.0,0.0,6828.1,5666.7,1305.3,80.6,96.0,2438.1,16879.0169,57.81,2842
2012-12-31,ECL,ECOLAB INC,4892.0,17572.3,607.5,6077.0,1157.8,5684.6,294.722,805.8,-387.3,1001.2,1694.9,5736.1,705.0,2079.0,306.8,40.86,2.35,703.6,9964.6,-2.0,1088.1,3052.7,11412.2,703.6,1203.0,1528.9,2409.1,0.0,0.0,0.0,11838.7,6077.0,1174.2,266.3,183.0,3920.2,21190.5118,71.9,2842
2013-12-31,ECL,ECOLAB INC,4698.4,19636.5,662.3,7344.3,339.2,6389.9,301.135,861.0,-278.3,900.1,511.2,6043.5,807.0,2270.6,218.1,45.415,3.16,967.8,11648.2,-30.5,1321.9,3488.7,12227.1,967.8,1559.8,1775.1,2882.0,0.0,0.0,0.0,13253.4,7344.3,1661.3,270.3,188.0,4281.4,31399.3465,104.27,2842
2014-12-31,ECL,ECOLAB INC,4871.1,19466.7,793.9,7315.9,209.6,6801.8,299.853,1705.4,599.6,0.0,907.8,4864.0,863.0,2490.8,344.4,47.43,3.93,1202.8,11173.8,-210.8,1466.9,4386.6,12084.6,1202.8,1815.6,2038.1,3050.6,0.0,0.0,0.0,14280.5,7315.9,1415.8,268.0,197.0,4577.6,31340.6356,104.52,2842
2015-12-31,ECL,ECOLAB INC,4447.5,18641.7,815.2,6909.9,92.8,6291.4,295.968,2205.3,-312.1,1223.7,1034.7,4260.2,851.5,2727.2,400.7,47.145,3.32,1002.1,10600.0,-48.6,1388.2,4764.4,11661.3,1002.1,1999.8,2056.7,3228.3,0.0,0.0,0.0,13545.1,6909.9,1281.2,253.7,191.0,4345.5,33852.8198,114.38,2842
2016-12-31,ECL,ECOLAB INC,4279.4,18330.2,756.8,6901.1,327.4,5981.9,291.825,541.3,-606.4,2390.0,1569.6,6145.7,851.0,3077.6,427.5,47.565,4.14,1229.6,10200.8,18.8,1319.4,3019.4,11359.3,1229.6,1939.7,2020.5,3365.0,0.0,0.0,0.0,13152.8,6901.1,970.2,285.4,189.0,4299.4,34207.7265,117.22,2842
2017-12-31,ECL,ECOLAB INC,4596.4,19962.4,868.6,7618.5,211.4,6467.8,289.323,564.4,-43.7,1309.4,799.0,6758.3,893.3,3429.2,448.7,48.4,5.13,1508.4,11184.7,-85.5,1445.9,3431.8,12273.7,1508.4,2091.3,2060.1,3707.1,0.0,0.0,0.0,13838.3,7618.5,642.8,252.7,201.0,4417.1,38821.3601,134.18,2842
2018-12-31,ECL,ECOLAB INC,4677.7,20074.5,847.1,8003.2,114.7,7678.3,287.714,743.6,341.8,0.0,551.6,6301.6,938.3,3603.5,496.5,49.0,4.88,1429.1,10875.7,-141.1,1546.4,3685.6,12020.9,1429.1,2277.7,2083.0,3836.0,0.0,0.0,0.0,14668.2,8003.2,764.6,236.9,216.0,3968.6,42394.6579,147.35,2842
2019-12-31,ECL,ECOLAB INC,4828.4,20869.1,800.6,8685.3,186.4,7711.6,288.41,533.8,-252.0,0.0,400.6,6398.7,973.3,4065.3,554.9,50.2,5.33,1558.9,10924.2,41.0,1505.6,3630.6,12143.3,1558.9,2420.7,2263.9,4532.4,0.0,0.0,0.0,14906.3,8685.3,740.4,215.1,209.0,3957.5,55660.2459,192.99,2842
2020-12-31,ECL,ECOLAB INC,5117.4,18126.0,489.0,6166.5,1260.2,6044.9,285.752,142.9,-65.5,1855.9,1570.0,6969.8,812.7,3656.5,560.8,44.0,3.33,967.4,8983.9,-179.5,1285.2,2932.2,11924.5,-1205.1,1860.2,1681.2,3548.7,0.0,0.0,0.0,11790.2,6166.5,483.9,221.0,185.0,3251.4,61825.3027,216.36,2842
2009-12-31,EXPD,EXPEDITORS INTL WASH INC,1787.83,2323.722,34.7,1553.007,926.584,3556.515,212.025,0.0,0.0,0.0,0.0,0.0,41.555,264.372,80.555,12.01,1.11,240.217,12.865,0.0,0.0,708.386,762.375,240.217,330.8,385.001,495.701,0.0,0.0,0.0,4092.283,1553.007,53.989,0.499,,109.212,7372.1093,34.77,4731
2010-12-31,EXPD,EXPEDITORS INTL WASH INC,2140.355,2679.179,42.408,1740.906,1084.989,5244.715,212.048,0.0,0.0,0.0,0.0,0.0,38.313,281.651,84.872,12.88,1.59,344.172,11.643,0.0,0.0,861.978,931.025,344.172,395.518,547.23,498.648,0.0,0.0,0.0,5967.573,1740.906,69.047,0.576,,137.315,11577.8208,54.6,4731
2011-12-31,EXPD,EXPEDITORS INTL WASH INC,2286.883,2866.827,78.115,2003.638,1294.828,5330.888,212.004,0.0,0.0,0.0,0.0,0.0,37.932,296.481,106.011,13.59,1.79,385.679,10.557,0.0,0.0,796.145,856.758,385.679,457.131,618.327,538.806,0.0,0.0,0.0,6150.498,2003.638,60.613,0.97,,163.351,8683.6838,40.96,4731
2012-12-31,EXPD,EXPEDITORS INTL WASH INC,2357.599,2954.125,47.626,2027.699,1260.842,5239.941,206.392,0.0,0.0,0.0,0.0,0.0,39.94,325.595,117.263,13.7,1.57,333.36,7.927,0.0,0.0,842.558,921.555,333.36,370.126,530.798,556.204,0.0,0.0,0.0,5980.943,2027.699,78.997,1.251,,170.264,8162.8036,39.55,4731
2013-12-31,EXPD,EXPEDITORS INTL WASH INC,2415.269,3014.812,53.411,2084.783,1273.989,5328.442,202.553,0.0,0.0,0.0,0.0,0.0,48.071,348.282,123.292,13.91,1.68,348.526,7.927,0.0,0.0,870.2,928.481,348.526,407.536,552.073,563.064,0.0,0.0,0.0,6080.257,2084.783,58.281,,,151.671,8962.9703,44.25,4731
2014-12-31,EXPD,EXPEDITORS INTL WASH INC,2289.25,2890.905,37.472,1868.408,967.443,5751.433,191.656,0.0,0.0,0.0,0.0,0.0,49.292,371.756,124.634,14.67,1.92,376.888,7.927,0.0,0.0,983.783,1019.297,376.888,394.966,594.648,538.415,0.0,0.0,0.0,6564.721,1868.408,35.514,,,169.348,8549.7742,44.61,4731
2015-12-31,EXPD,EXPEDITORS INTL WASH INC,1993.37,2582.438,44.383,1691.993,807.836,5674.836,182.067,0.0,0.0,0.0,0.0,0.0,46.012,385.023,135.673,15.397,2.4,457.223,7.927,0.0,0.0,861.373,887.762,457.223,564.712,721.484,524.724,0.0,0.0,0.0,6616.632,1691.993,26.389,,,174.3,8211.2217,45.1,4731
2016-12-31,EXPD,EXPEDITORS INTL WASH INC,2218.579,2790.871,59.316,1844.638,974.47,5200.448,179.857,0.0,0.0,0.0,0.0,0.0,46.796,406.652,145.123,16.089,2.36,430.807,7.927,0.0,0.0,929.931,943.658,430.807,529.099,670.163,536.572,0.0,0.0,0.0,6098.037,1844.638,13.727,0.0,,180.63,9525.2267,52.96,4731
2017-12-31,EXPD,EXPEDITORS INTL WASH INC,2541.452,3117.008,95.016,1991.858,1051.099,5988.611,176.374,0.0,0.0,0.0,0.0,0.0,49.31,420.282,150.495,16.5,2.69,489.345,7.927,0.0,0.0,1093.119,1122.635,489.345,488.639,690.26,525.203,0.0,0.0,0.0,6920.948,1991.858,0.0,0.0,,192.767,11409.6341,64.69,4731
2018-12-31,EXPD,EXPEDITORS INTL WASH INC,2734.816,3314.559,47.474,1986.838,923.735,7064.064,171.582,0.0,0.0,0.0,0.0,0.0,54.019,446.977,156.84,17.4,3.48,618.199,7.927,0.0,0.0,1326.839,1326.839,618.199,572.804,796.563,504.105,0.0,0.0,0.0,8138.365,1986.838,0.0,0.0,,223.719,11683.0184,68.09,4731
2019-12-31,EXPD,EXPEDITORS INTL WASH INC,2769.923,3691.884,47.022,2195.028,1230.491,7127.455,169.622,65.367,0.0,0.0,0.0,326.347,50.95,478.906,170.553,18.297,3.39,590.395,7.927,0.0,0.0,1168.318,1494.665,590.395,771.935,766.692,889.379,0.0,0.0,0.0,8175.426,2195.028,0.0,0.0,,230.329,13233.9084,78.02,4731
2020-12-31,EXPD,EXPEDITORS INTL WASH INC,3963.544,4927.503,47.543,2659.637,1527.791,8896.757,169.294,74.004,0.0,0.0,0.0,364.185,56.959,516.988,174.929,17.48,4.07,696.14,7.927,0.0,0.0,1893.043,2264.276,696.14,655.012,940.437,939.148,0.0,0.0,0.0,10116.481,2659.637,7.048,0.219,,222.328,16101.5523,95.11,4731
